Policy Number,Policy Status,Age,Gender,Home Language,Family Status,Gross Household Income,Gross Income,Monthly Premium Original,Monthly Premium,Dfference between Household and Personal Income,Salary Day,Debit order day,Education,Occupation,Province,Postal Code,Policy Affordability %,Policy Affordability % Band,Response Outcome,Take Up Outcome,Contract Status,Collection Count
5350,Installed,32,Female,English,Married,20000,12600,148,157,7400,25,25,Matric,Administrator,Gauteng,0,0.007,0 - 1.5%,1,1,1,13
5351,Cancelled,25,Female,Afrikaans,Married,49500,17500,0,0,32000,25,30,Postgraduate,Technical Sales Representative/Agent,Gauteng,157,0.004,0 - 1.5%,1,1,0,11
5352,Installed,56,Female,Sepedi,Divorced,27000,27000,556,556,0,25,25,Degree,Admin Manager,Gauteng,0,0.021,1.5 - 2.5%,1,1,1,11
5353,Installed,35,Female,Sotho,Married,90000,34000,0,0,56000,15,15,Diploma,Public Relations Manager,Gauteng,9499,0.004,0 - 1.5%,1,0,1,0
5354,Cancelled,51,Male,0,0,23000,18000,0,0,5000,10,10,Matric,Plumber,Limpopo,0,0.013,0 - 1.5%,1,1,0,4
5355,Cancelled,26,Female,Zulu,Single,5002,5002,0,0,0,1,29,Matric,Administrative Clerk,Gauteng,0,0.023,1.5 - 2.5%,1,0,0,0
5356,Cancelled,31,Male,Afrikaans,Single,58000,58000,0,0,0,25,25,Degree,Building Site Agent - Building and Construction,Gauteng,0,0.01,0 - 1.5%,1,1,0,3
5357,Cancelled,49,Female,English,Divorced,75000,50000,0,0,25000,7,7,Matric,Company Director,Gauteng,0,0.013,0 - 1.5%,1,0,0,0
5358,Cancelled,42,Male,Xhosa,Single,16000,16000,0,0,0,31,31,Degree,SAPS - Sergeant,Eastern Cape,0,0.02,1.5 - 2.5%,1,0,0,0
5359,Cancelled,32,Female,Zulu,Single,11635,11635,0,0,0,20,20,Diploma,Enquiry Agent,KwaZulu-Natal,0,0.021,1.5 - 2.5%,1,0,0,0
5360,Cancelled,53,Female,English,Divorced,21000,21000,0,0,0,20,20,Degree,Schoolteacher,Eastern Cape,0,0.015,0 - 1.5%,1,0,0,0
5361,Installed,46,Male,English,Married,35000,25000,220,233,10000,30,1,Postgraduate,Pastor,Gauteng,0,0.006,0 - 1.5%,1,1,1,12
5362,Cancelled,41,Female,Zulu,Married,30000,10000,0,0,20000,31,15,Diploma,Car Delivery Driver,KwaZulu-Natal,0,0.006,0 - 1.5%,1,0,0,0
5363,Installed,26,Female,Xhosa,Single,15000,15000,181,102,0,25,25,Degree,Accounts Assistant,Gauteng,0,0.007,0 - 1.5%,1,1,1,8
5364,Installed,27,Female,Afrikaans,Single,9601,9601,267,283,0,31,31,Matric,Admin Clerk,Western Cape,0,0.028,2.5 - 5%,1,1,1,12
5365,Cancelled,40,Male,Swati,Widowed,7500,7500,0,0,0,31,25,Matric,Company Director,Mpumalanga,0,0.034,2.5 - 5%,1,0,0,0
5366,Cancelled,36,Female,Sotho,Single,12000,12000,0,0,0,15,15,No Matric,Children's Nursery Proprietor,Gauteng,1984,0.008,0 - 1.5%,1,1,0,6
5367,Installed,44,Male,Zulu,Divorced,6500,6500,171,171,0,27,27,No Matric,"Truck Driver - Heavy Duty, Local/Regional Only",Gauteng,0,0.026,2.5 - 5%,1,1,1,10
5368,Installed,33,Female,Sotho,Married,12000,8000,135,135,4000,31,27,Diploma,Nurse,Free State,9301,0.011,0 - 1.5%,1,1,1,11
5369,Cancelled,40,Female,Setswana,Single,7750,7750,0,0,0,27,27,Certificate,Cashier,Gauteng,183,0.017,1.5 - 2.5%,1,1,0,2
5370,Cancelled,36,Male,Swati,Single,8500,8500,0,0,0,27,27,Matric,Ticket Inspector,Gauteng,0,0.029,2.5 - 5%,1,0,0,0
5371,Installed,38,Female,Sotho,Single,5000,5000,101,101,0,31,1,Matric,Retail Supervisor,Free State,0,0.02,1.5 - 2.5%,1,1,1,11
5372,Cancelled,59,Female,Sotho,Divorced,7000,7000,0,0,0,31,25,Matric,Driver - Car,Gauteng,0,0.035,2.5 - 5%,1,1,0,1
5373,Cancelled,56,Female,Zulu,Widowed,30000,30000,0,0,0,31,30,No Matric,Farmer,KwaZulu-Natal,0,0.023,1.5 - 2.5%,1,0,0,0
5374,Cancelled,39,Male,Sotho,Married,7100,6006,0,0,1094,31,31,Matric,Boilermaker,Gauteng,1928,0.087,5% +,1,0,0,0
5375,Cancelled,37,Female,Zulu,Single,12000,12000,0,0,0,15,15,Diploma,Admin Clerk,KwaZulu-Natal,0,0.031,2.5 - 5%,1,1,0,1
5376,Cancelled,52,Male,Zulu,Married,26000,20000,0,0,6000,31,15,Matric,Car Delivery Driver,KwaZulu-Natal,0,0.008,0 - 1.5%,1,0,0,0
5377,Cancelled,37,Male,Setswana,Married,43000,25000,0,0,18000,25,16,Certificate,Business Manager,Northern Cape,0,0.006,0 - 1.5%,1,0,0,0
5378,Cancelled,34,Female,Sotho,Divorced,6300,6300,0,0,0,31,30,Certificate,Store Manager,Gauteng,0,0.019,1.5 - 2.5%,1,0,0,0
5379,Cancelled,42,Female,Afrikaans,Single,7500,7500,0,0,0,31,25,No Matric,Sales Consultant,Eastern Cape,0,0.067,5% +,1,1,0,5
5380,Cancelled,46,Female,Setswana,Married,7500,7500,0,0,0,25,1,Degree,Au Pair,Gauteng,0,0.06,5% +,1,0,0,0
5381,Installed,35,Male,Zulu,Married,72580,13173,394,343,59407,15,15,Matric,Correctional Officer,Gauteng,0,0.005,0 - 1.5%,1,1,1,9
5382,Cancelled,29,Male,Xhosa,Married,10800,10800,0,0,0,31,1,Certificate,Industrial Electrician,Gauteng,0,0.035,2.5 - 5%,1,1,0,1
5383,Cancelled,39,Female,Zulu,Single,15000,15000,0,0,0,15,1,Degree,Teacher,KwaZulu-Natal,0,0.029,2.5 - 5%,1,0,0,0
5384,Cancelled,46,Male,Xhosa,Married,21500,13500,0,0,8000,1,1,Diploma,Facilitator,Limpopo,0,0.015,1.5 - 2.5%,1,1,0,7
5385,Installed,36,Female,Sotho,Single,7000,7000,264,280,0,25,25,Certificate,Sales Consultant,Gauteng,0,0.038,2.5 - 5%,1,1,1,12
5386,Installed,36,Female,Setswana,Married,58000,13500,76,80,44500,25,26,Certificate,Administrator,North West,0,0.001,0 - 1.5%,1,1,1,7
5387,Installed,41,Female,English,Divorced,4950,4950,216,216,0,15,1,Matric,Marketing Consultant,Gauteng,0,0.044,2.5 - 5%,1,1,1,8
5388,Installed,49,Male,Afrikaans,Married,5000,5000,291,291,0,31,26,Matric,Warehouse Assistant,Eastern Cape,0,0.058,5% +,1,1,1,9
5389,Installed,25,Male,Setswana,Single,10000,10000,190,201,0,25,1,Certificate,Research Associate,North West,208,0.019,1.5 - 2.5%,1,1,1,13
5390,Cancelled,27,Male,Sepedi,Single,10000,10000,0,0,0,1,2,Certificate,Motor Car Dealer,Gauteng,1632,0.045,2.5 - 5%,1,0,0,0
5391,Cancelled,35,Female,Setswana,Single,10996,10996,0,0,0,25,25,Degree,Housing Officer,Western Cape,0,0.022,1.5 - 2.5%,1,0,0,0
5392,Installed,53,Male,Afrikaans,Married,12000,8500,442,469,3500,15,31,No Matric,Delivery Driver,Free State,1939,0.037,2.5 - 5%,1,1,1,13
5393,Installed,51,Female,Afrikaans,Married,20000,5000,161,171,15000,10,4,Certificate,Administrator,Northern Cape,0,0.008,0 - 1.5%,1,1,1,13
5394,Cancelled,49,Female,Afrikaans,Married,13700,7000,0,0,6700,27,1,Matric,Office Receptionist,Western Cape,0,0.026,2.5 - 5%,1,1,0,1
5395,Installed,48,Male,Setswana,Married,16000,16000,435,289,0,15,1,Matric,Taxi Owner,Limpopo,741,0.017,1.5 - 2.5%,1,1,1,8
5396,Installed,34,Male,Zulu,Single,45000,45000,487,516,0,31,1,Matric,Plumber,KwaZulu-Natal,4359,0.011,0 - 1.5%,1,1,1,13
5397,Installed,33,Male,Zulu,Married,12500,12500,270,286,0,31,25,Matric,Transport Supervisor,Gauteng,0,0.022,1.5 - 2.5%,1,1,1,12
5398,Installed,49,Female,English,Widowed,17500,17500,300,318,0,25,30,Matric,Field Sales Representative,Free State,9323,0.017,1.5 - 2.5%,1,1,1,12
5399,Cancelled,44,Female,Setswana,Single,18000,18000,0,0,0,25,25,Diploma,Nurse,Gauteng,0,0.025,1.5 - 2.5%,1,0,0,0
5400,Cancelled,47,Male,Sotho,Married,32000,27000,0,0,5000,31,1,Diploma,"Principal
carpenter",Gauteng,0,0.011,0 - 1.5%,1,1,0,1
5401,Cancelled,58,Male,Afrikaans,Married,14425,6575,0,0,7850,28,28,Matric,Marketing Coordinator,Free State,0,0.029,2.5 - 5%,1,0,0,0
5402,Cancelled,24,Male,Sepedi,Single,30000,30000,0,0,0,31,1,Matric,Managing Director,Gauteng,0,0.01,0 - 1.5%,1,1,0,1
5403,Installed,53,Male,Afrikaans,Married,15000,15000,332,352,0,31,4,No Matric,Farmer,Northern Cape,0,0.022,1.5 - 2.5%,1,1,1,13
5404,Cancelled,47,Male,Sotho,Married,15000,15000,0,0,0,31,1,Matric,Estate Agent,Free State,0,0.029,2.5 - 5%,1,0,0,0
5405,Cancelled,46,Male,English,Married,14500,14500,0,0,0,1,15,No Matric,Army Sergeant,Limpopo,0,0.021,1.5 - 2.5%,1,1,0,5
5406,Installed,59,Female,Afrikaans,Married,65000,12500,500,954,52500,31,31,Diploma,Finance Manager,Mpumalanga,0,0.008,0 - 1.5%,1,1,1,13
5407,Cancelled,38,Female,Zulu,Married,52500,20000,0,0,32500,25,25,Degree,Optometrist,KwaZulu-Natal,0,0.005,0 - 1.5%,1,1,0,1
5408,Cancelled,47,Male,Sotho,Married,33000,18000,0,0,15000,31,1,Matric,arc welder,Gauteng,0,0.007,0 - 1.5%,1,0,0,0
5409,Cancelled,39,Female,Afrikaans,Married,40000,30000,0,0,10000,31,30,Postgraduate,Sales Agent,Western Cape,0,0.013,0 - 1.5%,1,0,0,0
5410,Installed,50,Female,Xhosa,Widowed,15000,15000,302,320,0,25,25,Diploma,Admin Officer,Western Cape,7750,0.02,1.5 - 2.5%,1,1,1,12
5411,Cancelled,35,Female,Zulu,Single,5000,5000,0,0,0,31,1,Matric,Filing Clerk,Gauteng,0,0.035,2.5 - 5%,1,0,0,0
5412,Installed,55,Female,Zulu,0,50000,50000,409,433,0,28,31,Diploma,School Teacher,Gauteng,0,0.008,0 - 1.5%,1,1,1,12
5413,Installed,33,Male,Xhosa,Single,16000,16000,269,269,0,30,31,Diploma,Workshop Manager,Western Cape,0,0.017,1.5 - 2.5%,1,1,1,9
5414,Cancelled,55,Male,Xhosa,Married,15000,15000,0,0,0,31,31,Matric,Motor Mechanic,Eastern Cape,0,0.017,1.5 - 2.5%,1,0,0,0
5415,Installed,35,Male,Afrikaans,Married,20000,15000,362,384,5000,1,1,No Matric,Construction Superintendent,Eastern Cape,0,0.018,1.5 - 2.5%,1,1,1,13
5416,Cancelled,65,Male,Afrikaans,Married,20000,20000,0,0,0,27,27,Degree,Facilitator,Northern Cape,0,0.035,2.5 - 5%,1,0,0,0
5417,Installed,40,Male,Afrikaans,Married,13500,13500,393,417,0,31,31,Matric,Building Foreman,Gauteng,0,0.029,2.5 - 5%,1,1,1,13
5418,Cancelled,45,Male,Zulu,Divorced,70000,59000,0,0,11000,25,1,Postgraduate,Finance Manager,Gauteng,0,0.008,0 - 1.5%,1,0,0,0
5419,Installed,45,Male,Afrikaans,Married,16000,10850,491,520,5150,31,1,Matric,Stores Controller,Northern Cape,0,0.031,2.5 - 5%,1,1,1,13
5420,Installed,39,Male,Sotho,Married,34000,34000,957,879,0,25,28,Diploma,Production Staff/Manager/Superviser - Light Manual Work,Gauteng,0,0.024,1.5 - 2.5%,1,1,1,13
5421,Installed,44,Male,English,Married,30000,30000,91,96,0,31,31,Matric,Manager - Transport - Administration Only,KwaZulu-Natal,4093,0.012,0 - 1.5%,1,1,1,12
5422,Installed,44,Male,Afrikaans,Single,40000,40000,500,530,0,1,7,No Matric,Construction Contractor,Gauteng,0,0.013,0 - 1.5%,1,1,1,13
5423,Cancelled,34,Female,English,Married,17500,17500,0,0,0,27,1,Matric,Quality Assurance Manager/Ess,Gauteng,0,0.019,1.5 - 2.5%,1,1,0,3
5424,Cancelled,29,Male,Setswana,Married,18000,14000,0,0,4000,28,28,Certificate,Male Nurse,Gauteng,208,0.007,0 - 1.5%,1,0,0,0
5425,Cancelled,30,Male,Setswana,Single,15000,15000,0,0,0,15,15,Degree,Data Analyst,Gauteng,0,0.012,0 - 1.5%,1,1,0,2
5426,Installed,49,Female,English,Married,50000,30000,463,534,20000,25,26,Professional,University Lecturer,KwaZulu-Natal,3201,0.01,0 - 1.5%,1,1,1,13
5427,Cancelled,50,Female,Sepedi,Married,34600,16600,0,0,18000,22,22,Postgraduate,Teacher,Mpumalanga,0,0.028,2.5 - 5%,1,0,0,0
5428,Installed,47,Male,Zulu,Married,18000,10000,368,384,8000,31,31,Matric,Security Manager,Gauteng,0,0.025,1.5 - 2.5%,1,1,1,12
5429,Installed,31,Male,Swati,Single,15984,15984,470,488,0,31,1,Diploma,Construction Foreman,Gauteng,0,0.029,2.5 - 5%,1,1,1,12
5430,Installed,39,Female,Xhosa,Married,42000,19000,104,110,23000,15,15,Postgraduate,Community Development Worker,Eastern Cape,0,0.003,0 - 1.5%,1,1,1,13
5431,Cancelled,43,Male,Afrikaans,Married,60000,60000,0,0,0,1,1,Diploma,Diesel Mechanic,North West,0,0.012,0 - 1.5%,1,0,0,0
5432,Cancelled,43,Male,Setswana,Married,28000,28000,0,0,0,15,15,Degree,Manager - Other,Mpumalanga,0,0.012,0 - 1.5%,1,0,0,0
5433,Cancelled,41,Male,Zulu,Single,10000,10000,0,0,0,31,1,No Matric,Hair Salon Owner,Gauteng,1804,0.023,1.5 - 2.5%,1,1,0,1
5434,Cancelled,42,Male,English,Married,50000,50000,0,0,0,31,1,Degree,Civil Engineer - Construction Industry,Gauteng,0,0.013,0 - 1.5%,1,0,0,0
5435,Cancelled,49,Female,Setswana,Married,18000,9399,0,0,8601,1,25,Matric,Administrator,North West,0,0.012,0 - 1.5%,1,1,0,4
5436,Cancelled,48,Male,IsisNdebele,Married,60000,60000,0,0,0,25,25,Diploma,Health and Safety Officer,Mpumalanga,0,0.012,0 - 1.5%,1,1,0,3
5437,Installed,42,Male,English,Married,64000,29000,484,514,35000,5,1,Diploma,Manager - Warehouse,Gauteng,0,0.008,0 - 1.5%,1,1,1,13
5438,Installed,30,Male,Afrikaans,Married,38000,27060,115,122,10940,25,1,Diploma,Project Manager,Gauteng,1793,0.003,0 - 1.5%,1,1,1,13
5439,Cancelled,52,Female,English,Married,20000,4000,0,0,16000,31,1,Matric,Housewife,KwaZulu-Natal,0,0.052,5% +,1,0,0,0
5440,Installed,50,Female,Setswana,Married,15700,15700,300,318,0,15,25,Certificate,Admin Officer,North West,0,0.019,1.5 - 2.5%,1,1,1,12
5441,Cancelled,43,Male,English,Divorced,10200,10200,0,0,0,31,25,Matric,Field Sales Rep,Western Cape,0,0.034,2.5 - 5%,1,1,0,6
5442,Cancelled,40,Male,Sotho,Married,30000,11000,0,0,19000,1,25,Matric,Stockman - Manufacturing,Gauteng,0,0.01,0 - 1.5%,1,0,0,0
5443,Installed,64,Female,Afrikaans,Divorced,60000,60000,3534,3534,0,5,1,Matric,Farmer,North West,0,0.059,5% +,1,1,1,11
5444,Cancelled,41,Female,Xhosa,Married,6067,6067,0,0,0,1,31,Diploma,Enrolled Nurse,Western Cape,7646,0.017,1.5 - 2.5%,1,1,0,1
5445,Cancelled,55,Female,Sotho,Married,51000,26000,0,0,25000,26,28,Degree,Hospital Nurse,Free State,0,0.009,0 - 1.5%,1,1,0,6
5446,Installed,34,Female,Tsonga,Single,43000,43000,433,459,0,28,29,Degree,Manager - Railway Station,Mpumalanga,0,0.01,0 - 1.5%,1,1,1,13
5447,Cancelled,30,Female,Xhosa,Single,7000,7000,0,0,0,20,1,Matric,Teacher,Eastern Cape,0,0.019,1.5 - 2.5%,1,0,0,0
5448,Installed,30,Male,Xhosa,Married,12000,12000,212,151,0,31,28,Diploma,Chef,Free State,0,0.013,0 - 1.5%,1,1,1,8
5449,Installed,42,Female,English,Married,40000,15000,168,178,25000,31,30,Matric,Sales Manager,KwaZulu-Natal,0,0.004,0 - 1.5%,1,1,1,13
5450,Installed,32,Male,Xhosa,Married,48750,31750,373,308,17000,25,25,Diploma,Information Technology Support,Western Cape,0,0.006,0 - 1.5%,1,1,1,9
5451,Cancelled,49,Female,Sotho,Married,22000,15000,0,0,7000,15,15,Postgraduate,Caterer - Restaurant,Limpopo,0,0.007,0 - 1.5%,1,0,0,0
5452,Cancelled,50,Male,Afrikaans,Married,15000,15000,0,0,0,25,31,Certificate,Manager/Owner,Gauteng,1724,0.059,5% +,1,0,0,0
5453,Installed,46,Female,Zulu,Single,17000,15000,140,148,2000,7,7,Matric,Dressmaker,KwaZulu-Natal,0,0.008,0 - 1.5%,1,1,1,13
5454,Cancelled,28,Female,Zulu,Single,2400,1800,0,0,600,31,31,Matric,Cleaner,KwaZulu-Natal,4066,0.053,5% +,1,0,0,0
5455,Cancelled,42,Male,Zulu,Married,31000,14000,0,0,17000,30,31,Postgraduate,School Teacher - Full Time,KwaZulu-Natal,0,0.014,0 - 1.5%,1,0,0,0
5456,Cancelled,31,Male,Setswana,Single,10000,7500,0,0,2500,21,21,Matric,Mine Rigger,North West,378,0.025,1.5 - 2.5%,1,0,0,0
5457,Installed,37,Male,Afrikaans,Married,30000,15000,629,667,15000,30,30,No Matric,Medical Assistant,Western Cape,0,0.021,1.5 - 2.5%,1,1,1,13
5458,Installed,43,Male,Afrikaans,Divorced,6500,6500,207,219,0,1,3,Matric,Electrical Wireman,Gauteng,0,0.032,2.5 - 5%,1,1,1,13
5459,Installed,32,Female,Sotho,0,15200,15200,347,368,0,28,31,Diploma,Nurse,Mpumalanga,0,0.023,1.5 - 2.5%,1,1,1,12
5460,Installed,40,Male,Sotho,Single,5850,5850,155,164,0,1,1,Certificate,Panelbeater,Mpumalanga,9840,0.027,2.5 - 5%,1,1,1,12
5461,Cancelled,40,Male,Zulu,Single,15000,10000,0,0,5000,7,7,Matric,Marketing Director,KwaZulu-Natal,0,0.017,1.5 - 2.5%,1,1,0,1
5462,Cancelled,31,Male,Xhosa,0,9933,9933,0,0,0,20,21,Diploma,School Teacher,Eastern Cape,5080,0.027,2.5 - 5%,1,0,0,0
5463,Installed,50,Male,Afrikaans,Widowed,8000,8000,145,154,0,20,20,Matric,Metal- Working Fitter/Assembler,Gauteng,1459,0.018,1.5 - 2.5%,1,1,1,14
5464,Cancelled,36,Male,Sepedi,Single,12500,12500,0,0,0,25,25,Diploma,Admin Clerk,Limpopo,0,0.031,2.5 - 5%,1,1,0,5
5465,Cancelled,52,Female,Xhosa,Single,6000,6000,0,0,0,31,15,Diploma,Fashion Designer,Eastern Cape,0,0.043,2.5 - 5%,1,0,0,0
5466,Cancelled,40,Male,Zulu,Single,5500,5500,0,0,0,14,31,No Matric,Liaison Officer,Gauteng,9585,0.033,2.5 - 5%,1,0,0,0
5467,Installed,45,Female,Setswana,Married,9350,6350,107,113,3000,15,15,No Matric,Cleaner,Gauteng,0,0.011,0 - 1.5%,1,1,1,13
5468,Cancelled,39,Male,Xhosa,Married,8000,8000,0,0,0,31,31,Matric,Taxi Driver - Combi type vehicle,Eastern Cape,0,0.057,5% +,1,0,0,0
5469,Cancelled,36,Male,Setswana,Married,9000,6067,0,0,2933,31,31,No Matric,Supervisor,North West,0,0.042,2.5 - 5%,1,1,0,3
5470,Cancelled,52,Female,Afrikaans,Married,22000,7000,0,0,15000,25,31,No Matric,Dress Maker,Gauteng,0,0.021,1.5 - 2.5%,1,0,0,0
5471,Cancelled,48,Female,Afrikaans,Married,26000,11450,0,0,14550,27,30,Matric,Credit Controller,Gauteng,0,0.098,5% +,1,0,0,0
5472,Installed,44,Female,English,Married,60000,30000,460,460,30000,30,30,Matric,Company Director - Admin Only,Gauteng,0,0.008,0 - 1.5%,1,1,1,11
5473,Cancelled,35,Female,English,Single,17765,17765,0,0,0,20,31,Matric,Business Consultant,KwaZulu-Natal,3600,0.022,1.5 - 2.5%,1,1,0,6
5474,Installed,53,Male,English,Widowed,41000,41000,382,382,0,25,26,Diploma,Regional Manager,Gauteng,0,0.009,0 - 1.5%,1,1,1,11
5475,Installed,42,Female,English,Single,45000,45000,247,262,0,15,15,Degree,Prosecutor,Mpumalanga,0,0.006,0 - 1.5%,1,1,1,11
5476,Installed,62,Female,Zulu,Widowed,20000,20000,622,659,0,15,31,Diploma,Teacher,KwaZulu-Natal,0,0.031,2.5 - 5%,1,1,1,12
5477,Installed,51,Male,Afrikaans,Married,30000,30000,1129,1197,0,31,1,Diploma,Area Manager,KwaZulu-Natal,0,0.038,2.5 - 5%,1,1,1,13
5478,Installed,55,Female,Zulu,Single,20575,19175,404,428,1400,31,31,Postgraduate,School Teacher,Gauteng,0,0.02,1.5 - 2.5%,1,1,1,13
5479,Cancelled,28,Female,Afrikaans,Married,19000,9000,0,0,10000,31,31,Matric,SAPS - Constable,Northern Cape,0,0.012,0 - 1.5%,1,1,0,1
5480,Cancelled,29,Male,Afrikaans,Married,30000,21000,0,0,9000,31,1,No Matric,Factory Foreman,Gauteng,0,0.012,0 - 1.5%,1,0,0,0
5481,Installed,27,Male,Zulu,Single,22300,22300,146,97,0,31,1,Diploma,Manager - Sales and Marketing,KwaZulu-Natal,3000,0.004,0 - 1.5%,1,1,1,6
5482,Cancelled,46,Male,Zulu,Single,140000,100000,0,0,40000,1,1,Diploma,Company Director,Gauteng,0,0.027,2.5 - 5%,1,1,0,5
5483,Installed,51,Male,Zulu,Married,16467,16467,177,129,0,30,1,Certificate,"Truck Driver - Heavy Duty, Outside SA",KwaZulu-Natal,3886,0.008,0 - 1.5%,1,1,1,8
5484,Installed,42,Female,Afrikaans,Married,24900,18000,126,134,6900,31,25,No Matric,Distribution Controller,Gauteng,0,0.005,0 - 1.5%,1,1,1,12
5485,Cancelled,56,Male,Xhosa,Married,19816,19816,0,0,0,20,20,Degree,Teacher,Eastern Cape,0,0.018,1.5 - 2.5%,1,0,0,0
5486,Installed,44,Female,Setswana,Divorced,25500,22500,326,326,3000,31,1,Degree,School Teacher,Gauteng,0,0.013,0 - 1.5%,1,1,1,9
5487,Installed,62,Male,English,Single,20000,20000,1358,1439,0,31,1,Matric,Sales Manager,KwaZulu-Natal,0,0.068,5% +,1,1,1,13
5488,Installed,52,Female,Afrikaans,Divorced,6700,6700,187,198,0,31,25,No Matric,Credit Controller - Admin Only,Eastern Cape,0,0.057,5% +,1,1,1,13
5489,Cancelled,52,Female,Xhosa,Single,3000,3000,0,0,0,31,31,Matric,Admin Clerk,Gauteng,0,0.047,2.5 - 5%,1,0,0,0
5490,Installed,48,Male,Afrikaans,Married,100000,80000,1361,1443,20000,25,25,Matric,Director,Mpumalanga,0,0.014,0 - 1.5%,1,1,1,12
5491,Installed,45,Male,Tsonga,Widowed,9800,9800,174,184,0,31,25,Diploma,Retail Supervisor,Gauteng,0,0.018,1.5 - 2.5%,1,1,1,13
5492,Cancelled,56,Male,English,Divorced,50000,50000,0,0,0,7,20,No Matric,Company Director,Gauteng,0,0.04,2.5 - 5%,1,1,0,7
5493,Installed,43,Female,Sepedi,Married,90000,58349,872,924,31651,15,15,Postgraduate,Company Director - Admin Only,Gauteng,0,0.01,0 - 1.5%,1,1,1,14
5494,Cancelled,53,Female,Afrikaans,Married,12000,12000,0,0,0,25,25,No Matric,Administrator,Mpumalanga,0,0.011,0 - 1.5%,1,0,0,0
5495,Installed,47,Female,Xhosa,Married,20000,20000,329,349,0,31,1,Degree,Social Worker,Western Cape,7500,0.017,1.5 - 2.5%,1,1,1,12
5496,Cancelled,42,Male,Xhosa,Single,7800,7800,0,0,0,15,15,No Matric,General Assistant,Northern Cape,7000,0.016,1.5 - 2.5%,1,0,0,0
5497,Cancelled,44,Female,Afrikaans,Married,15000,6050,0,0,8950,31,31,No Matric,Supervisor,Eastern Cape,6025,0.023,1.5 - 2.5%,1,1,0,7
5498,Cancelled,42,Female,English,Widowed,5000,5000,0,0,0,1,1,No Matric,Housewife,KwaZulu-Natal,0,0.02,1.5 - 2.5%,1,0,0,0
5499,Installed,43,Male,Sepedi,Married,8500,8500,198,210,0,31,3,Matric,Production Manager,Limpopo,0,0.023,1.5 - 2.5%,1,1,1,13
5500,Cancelled,55,Male,Afrikaans,Married,30000,30000,0,0,0,28,28,Certificate,Captain - fishing boat,Western Cape,7785,0.053,5% +,1,0,0,0
5501,Cancelled,29,Female,Afrikaans,Single,21000,11000,0,0,10000,31,31,Matric,Motor Mechanic,Western Cape,0,0.029,2.5 - 5%,1,1,0,5
5502,Installed,36,Male,IsisNdebele,Single,16000,16000,157,166,0,15,31,Diploma,Account Manager,North West,300,0.01,0 - 1.5%,1,1,1,13
5503,Cancelled,35,Female,Xhosa,Married,12000,9000,0,0,3000,15,15,Diploma,Admin Officer,Eastern Cape,4820,0.007,0 - 1.5%,1,0,0,0
5504,Installed,50,Male,English,Married,32000,16000,266,282,16000,25,15,Matric,Security Manager,Western Cape,0,0.008,0 - 1.5%,1,1,1,13
5505,Installed,40,Male,English,Married,47000,9810,255,270,37190,31,1,No Matric,Admin Officer,Western Cape,0,0.005,0 - 1.5%,1,1,1,12
5506,Cancelled,48,Male,Setswana,Married,22000,15000,0,0,7000,26,1,No Matric,Mine Worker,North West,299,0.014,0 - 1.5%,1,0,0,0
5507,Cancelled,43,Female,Venda,Married,18400,5400,0,0,13000,31,30,No Matric,"Care Assistant - Hospital, Nursing Home etc",Gauteng,0,0.014,0 - 1.5%,1,0,0,0
5508,Installed,41,Female,Swati,Married,16000,16000,215,228,0,31,1,Degree,School Teacher,Gauteng,0,0.013,0 - 1.5%,1,1,1,12
5509,Installed,45,Female,Afrikaans,Married,60000,40000,195,207,20000,25,1,Postgraduate,Cost and Management Accountant,Gauteng,1962,0.003,0 - 1.5%,1,1,1,12
5510,Cancelled,47,Male,English,Married,9000,9000,0,0,0,31,31,No Matric,Training Instructor,Western Cape,0,0.081,5% +,1,1,0,1
5511,Cancelled,47,Male,Sotho,Married,16500,16500,0,0,0,1,31,Matric,Winding Engine Operator,Gauteng,2515,0.006,0 - 1.5%,1,1,0,6
5512,Installed,43,Female,Setswana,Single,25264,25264,277,293,0,15,15,Diploma,Nurse,Free State,0,0.012,0 - 1.5%,1,1,1,14
5513,Cancelled,47,Female,Setswana,Married,22000,4400,0,0,17600,26,25,No Matric,Housewife,North West,299,0.007,0 - 1.5%,1,0,0,0
5514,Installed,47,Male,Afrikaans,Married,43000,23000,308,227,20000,27,27,Matric,Administrator,Western Cape,0,0.005,0 - 1.5%,1,1,1,9
5515,Installed,56,Male,English,Divorced,10000,10000,940,996,0,31,1,Matric,Buyer,KwaZulu-Natal,3604,0.094,5% +,1,1,1,12
5516,Installed,31,Female,Zulu,Single,19380,19380,145,154,0,25,30,Postgraduate,Accountant,Gauteng,0,0.008,0 - 1.5%,1,1,1,13
5517,Cancelled,45,Female,Xhosa,Married,8000,4500,0,0,3500,25,1,Matric,Area Sales Controller,Eastern Cape,0,0.019,1.5 - 2.5%,1,0,0,0
5518,Installed,44,Male,English,Married,11000,11000,260,276,0,22,1,No Matric,Satellite Dish Erector,Gauteng,0,0.024,1.5 - 2.5%,1,1,1,11
5519,Installed,49,Female,Sotho,Married,30000,17000,136,109,13000,30,30,Postgraduate,School Teacher,Gauteng,0,0.003,0 - 1.5%,1,1,1,12
5520,Installed,30,Male,Sotho,Married,35000,35000,540,464,0,25,27,Degree,Civil Engineer,Free State,2005,0.013,0 - 1.5%,1,1,1,9
